...1,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,Mass Error (ppm),Mass Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C
2299,2340,655.0948892,655.0948892,655.099946001,2209971,194620,11.1,-1,7.7191290598,1.7241501589999996e-144,0.5,0.15,10,1.2173913043,0.9565217391,O22,de-protonated,0,NA,C23 H28 O22,23,28,22,NA
2300,2341,655.1677169,655.1677169,655.1703534806,2394815,165663,12.3,-1,4.0242673168,8.43758167e-40,0,2.9531535849999992e-40,39,0.48,0.04,O2,de-protonated,0,NA,C50 H24 O2,50,24,2,NA
2301,2341,655.1677169,655.1677169,655.166843793,2394815,165663,12.3,-1,-1.3326483532,5.1889300000000005e-5,0,1.81613e-5,17,1,0.46875000000000006,O15,de-protonated,0,NA,C32 H32 O15,32,32,15,NA
2302,2341,655.1677169,655.1677169,655.1727170198,2394815,165663,12.3,-1,7.6317582665,2.9689156630000003e-141,0.5,0.15,8,1.44,0.8,O20,de-protonated,0,NA,C25 H36 O20,25,36,20,NA
2303,2342,655.2031225,655.2031225,655.20673899,1757382,145393,8.3,-1,5.5196166486,3.1105771419999993e-74,0,1.088702e-74,38,0.5490196078,0.0196078431,O1,de-protonated,0,NA,C51 H28 O1,51,28,1,NA
2304,2342,655.2031225,655.2031225,655.1973560756,1757382,145393,8.3,-1,-8.8010496259,1.295056025e-187,0,4.5326960859999996e-188,25,0.8,0.225,O9,de-protonated,0,NA,C40 H32 O9,40,32,9,NA
2305,2342,655.2031225,655.2031225,655.2032293024,1757382,145393,8.3,-1,0.1630064752,0.8627612451000001,0.5,0.7539328716,16,1.0909090909,0.4242424242,O14,de-protonated,0,NA,C33 H36 O14,33,36,14,NA
2306,2342,655.2031225,655.2031225,655.2091025292,1757382,145393,8.3,-1,9.1269018705,1.040758221e-201,0.5,0.15,7,1.5384615385,0.7307692308,O19,de-protonated,0,NA,C26 H40 O19,26,40,19,NA
2307,2343,657.0737369,657.0737369,657.0674641025,1952276,199402,9.5,-1,-9.5466566944,1.2748960919999997e-220,0,4.462136322e-221,28,0.5,0.3611111111,O13,de-protonated,0,NA,C36 H18 O13,36,18,13,NA
2308,2343,657.0737369,657.0737369,657.0733373293,1952276,199402,9.5,-1,-0.6081066871,0.1281684733,0.5,0.2397179313,19,0.7586206897000001,0.6206896552,O18,de-protonated,0,NA,C29 H22 O18,29,22,18,NA
2309,2344,657.1098062,657.1098062,657.1132325263,2247194,142496,11.3,-1,5.2142099414,2.5250308700000003e-66,0,8.837608045999999e-67,40,0.375,0.0833333333,O4,de-protonated,0,NA,C48 H18 O4,48,18,4,NA
2310,2344,657.1098062,657.1098062,657.1038496119,2247194,142496,11.3,-1,-9.0649113137,5.473366749999999e-199,0,1.915678362e-199,27,0.5945945946,0.3243243243,O12,de-protonated,0,NA,C37 H22 O12,37,22,12,NA
2311,2344,657.1098062,657.1098062,657.1097228387,2247194,142496,11.3,-1,-0.126860558,0.9144715739,0,0.32006505090000004,18,0.8666666667,0.5666666667,O17,de-protonated,0,NA,C30 H26 O17,30,26,17,NA
2312,2344,657.1098062,657.1098062,657.1155960655,2247194,142496,11.3,-1,8.8110304229,4.877189229999999e-188,0.5,0.15,9,1.3043478261,0.9565217391,O22,de-protonated,0,NA,C23 H30 O22,23,30,22,NA
2313,2345,657.146621,657.146621,657.1496180357,2844193,167444,15,-1,4.5606596304,6.543132672000002e-51,0,2.2900964350000002e-51,39,0.4489795918,0.0612244898,O3,de-protonated,0,NA,C49 H22 O3,49,22,3,NA
2314,2345,657.146621,657.146621,657.1402351213,2844193,167444,15,-1,-9.7176803289,1.4331800480000002e-228,0,5.016130168e-229,26,0.6842105263,0.2894736842,O11,de-protonated,0,NA,C38 H26 O11,38,26,11,NA
2315,2345,657.146621,657.146621,657.1461083481,2844193,167444,15,-1,-0.78011863,0.034012465,0,0.0119043627,17,0.9677419355,0.5161290323000001,O16,de-protonated,0,NA,C31 H30 O16,31,30,16,NA
2316,2345,657.146621,657.146621,657.1519815749,2844193,167444,15,-1,8.1572833122,2.8362194949999996e-161,0,9.926768231e-162,8,1.4166666667,0.875,O21,de-protonated,0,NA,C24 H34 O21,24,34,21,NA
2317,2346,657.1835192,657.1835192,657.1860035451,2593832,155706,13.5,-1,3.7802769764,3.3162838e-35,0.9271072747,0.2781321824,38,0.52,0.04,O2,de-protonated,0,NA,C50 H26 O2,50,26,2,NA
2318,2346,657.1835192,657.1835192,657.1824938575,2593832,155706,13.5,-1,-1.5602097546,1.3389e-6,0.7090593133,0.2127182627,16,1.0625,0.46875000000000006,O15,de-protonated,0,NA,C32 H34 O15,32,34,15,NA
2319,2346,657.1835192,657.1835192,657.1883670843,2593832,155706,13.5,-1,7.3767043359,5.111108931e-132,0.6496409143,0.1948922743,7,1.52,0.8,O20,de-protonated,0,NA,C25 H38 O20,25,38,20,NA
2320,2347,657.2193647,657.2193647,657.2223890545,1829934,173433,8.8,-1,4.6017216593,8.091846026000001e-52,0,2.8321461090000003e-52,37,0.5882352941,0.0196078431,O1,de-protonated,0,NA,C51 H30 O1,51,30,1,NA
2321,2347,657.2193647,657.2193647,657.21300614,1829934,173433,8.8,-1,-9.6750367206,1.417696741e-226,0,4.961938593999999e-227,24,0.85,0.225,O9,de-protonated,0,NA,C40 H34 O9,40,34,9,NA
2322,2347,657.2193647,657.2193647,657.2188793668,1829934,173433,8.8,-1,-0.7384650204000001,0.0483342737,0.5,0.1838339916,15,1.1515151515,0.4242424242,O14,de-protonated,0,NA,C33 H38 O14,33,38,14,NA
2323,2347,657.2193647,657.2193647,657.2247525937,1829934,173433,8.8,-1,8.1979469582,7.048720488999998e-163,0.5,0.15,6,1.6153846154,0.7307692308,O19,de-protonated,0,NA,C26 H42 O19,26,42,19,NA
2324,2348,657.2561004,657.2561004,657.2552648762,2070581,149560,10.3,-1,-1.2712317624,1.261618e-4,0,4.41566e-5,14,1.2352941176,0.3823529412,O13,de-protonated,0,NA,C34 H42 O13,34,42,13,NA
2325,2348,657.2561004,657.2561004,657.261138103,2070581,149560,10.3,-1,7.6646902635,1.807983071e-142,0.5,0.15,5,1.7037037037,0.6666666667000001,O18,de-protonated,0,NA,C27 H46 O18,27,46,18,NA
2326,2350,659.0899854,659.0899854,659.0924970814,2415498,199158,12.4,-1,3.8108178362,9.147109235999999e-36,0,3.201488232e-36,40,0.3404255319,0.1063829787,O5,de-protonated,0,NA,C47 H16 O5,47,16,5,NA
2327,2350,659.0899854,659.0899854,659.0889873938,2415498,199158,12.4,-1,-1.5142207371,2.937e-6,0,1.0279e-6,18,0.8275862069000001,0.6206896552,O18,de-protonated,0,NA,C29 H24 O18,29,24,18,NA
2328,2351,659.1262394,659.1262394,659.1288825908,2350993,164156,12,-1,4.010127454,1.586056683e-39,0,5.551198390999999e-40,39,0.4166666667,0.0833333333,O4,de-protonated,0,NA,C48 H20 O4,48,20,4,NA
2329,2351,659.1262394,659.1262394,659.1253729032,2350993,164156,12,-1,-1.3146161012,6.76477e-5,0,2.36767e-5,17,0.9333333333,0.5666666667,O17,de-protonated,0,NA,C30 H28 O17,30,28,17,NA
2330,2351,659.1262394,659.1262394,659.13124613,2350993,164156,12,-1,7.5959530304,6.139094419e-140,0.5,0.15,8,1.3913043478,0.9565217391,O22,de-protonated,0,NA,C23 H32 O22,23,32,22,NA
2331,2352,659.1625867,659.1625867,659.1652681002,2066328,176809,10.2,-1,4.0678724166,1.188117832e-40,0,4.158412411999999e-41,38,0.4897959184,0.0612244898,O3,de-protonated,0,NA,C49 H24 O3,49,24,3,NA
2332,2352,659.1625867,659.1625867,659.1617584126,2066328,176809,10.2,-1,-1.2565769073,1.549913e-4,0.5,0.1501084939,16,1.0322580645,0.5161290323000001,O16,de-protonated,0,NA,C31 H32 O16,31,32,16,NA
2333,2352,659.1625867,659.1625867,659.1676316394,2066328,176809,10.2,-1,7.6534998514,4.685758422e-142,0.5,0.15,7,1.5,0.875,O21,de-protonated,0,NA,C24 H36 O21,24,36,21,NA
2334,2353,659.1992119,659.1992119,659.2016536096,3189663,178466,17.1,-1,3.7040404603,7.894285124999999e-34,0,2.762999794e-34,37,0.56,0.04,O2,de-protonated,0,NA,C50 H28 O2,50,28,2,NA
2335,2353,659.1992119,659.1992119,659.1981439219,3189663,178466,17.1,-1,-1.620116909,4.646e-7,0,1.6260000000000001e-7,15,1.125,0.46875000000000006,O15,de-protonated,0,NA,C32 H36 O15,32,36,15,NA
2336,2353,659.1992119,659.1992119,659.2040171488,3189663,178466,17.1,-1,7.2894712866,6.242003648999999e-129,0,2.1847012769999994e-129,6,1.6,0.8,O20,de-protonated,0,NA,C25 H40 O20,25,40,20,NA
2337,2354,659.2353815,659.2353815,659.238039119,2203558,156381,11.1,-1,4.0313495627,6.145628156999999e-40,0,2.150969855e-40,36,0.6274509804,0.0196078431,O1,de-protonated,0,NA,C51 H32 O1,51,32,1,NA
2338,2354,659.2353815,659.2353815,659.2345294313,2203558,156381,11.1,-1,-1.2925122049,9.31739e-5,0,3.26109e-5,14,1.2121212121,0.4242424242,O14,de-protonated,0,NA,C33 H40 O14,33,40,14,NA
2339,2354,659.2353815,659.2353815,659.2404026581,2203558,156381,11.1,-1,7.6165813247,1.073898982e-140,0.5,0.15,5,1.6923076923,0.7307692308,O19,de-protonated,0,NA,C26 H44 O19,26,44,19,NA
2340,2355,659.2719251,659.2719251,659.2709149407,1886124,180005,9.1,-1,-1.5322370029,2.1651e-6,0.5,0.1500015156,13,1.2941176471,0.3823529412,O13,de-protonated,0,NA,C34 H44 O13,34,44,13,NA
2341,2355,659.2719251,659.2719251,659.2767881675,1886124,180005,9.1,-1,7.3763669691,5.25440873e-132,0.5,0.15,4,1.7777777778,0.6666666667000001,O18,de-protonated,0,NA,C27 H48 O18,27,48,18,NA
2342,2356,661.0696577,661.0696577,661.0717616365,1538312,170981,7,-1,3.182614444,3.640832378e-25,0,1.274291332e-25,40,0.3043478261,0.1304347826,O6,de-protonated,0,NA,C46 H14 O6,46,14,6,NA
2343,2356,661.0696577,661.0696577,661.0682519489,1538312,170981,7,-1,-2.1264840879,0,0.5,0.15,18,0.7857142857,0.6785714286,O19,de-protonated,0,NA,C28 H22 O19,28,22,19,NA
2344,2357,661.1055612,661.1055612,661.1081471459,2401039,162037,12.3,-1,3.9115323759,1.215521604e-37,0,4.254325614e-38,39,0.3829787234,0.1063829787,O5,de-protonated,0,NA,C47 H18 O5,47,18,5,NA
2345,2357,661.1055612,661.1055612,661.1046374583,2401039,162037,12.3,-1,-1.3972700871,1.94733e-5,0,6.815700000000001e-6,17,0.8965517241000001,0.6206896552,O18,de-protonated,0,NA,C29 H26 O18,29,26,18,NA
2346,2358,661.1415566,661.1415566,661.1445326553,1894678,197267,9.2,-1,4.5013687003000005,1.294628956e-49,0,4.531201345000001e-50,38,0.4583333333,0.0833333333,O4,de-protonated,0,NA,C48 H22 O4,48,22,4,NA
2347,2358,661.1415566,661.1415566,661.1351497408,1894678,197267,9.2,-1,-9.690695113,2.6299712909999994e-227,0,9.204899516999997e-228,25,0.7027027027,0.3243243243,O12,de-protonated,0,NA,C37 H26 O12,37,26,12,NA
2348,2358,661.1415566,661.1415566,661.1410229676,1894678,197267,9.2,-1,-0.8071384645,0.0268016541,0.5,0.1687611579,16,1,0.5666666667,O17,de-protonated,0,NA,C30 H30 O17,30,30,17,NA
2349,2358,661.1415566,661.1415566,661.1468961945,1894678,197267,9.2,-1,8.0762603518,4.2286470030000005e-158,0.5,0.15,7,1.4782608696,0.9565217391,O22,de-protonated,0,NA,C23 H34 O22,23,34,22,NA
2350,2359,661.1783277,661.1783277,661.1809181647,2065181,173058,10.2,-1,3.9179362546,9.200046715e-38,0,3.22001635e-38,37,0.5306122449,0.0612244898,O3,de-protonated,0,NA,C49 H26 O3,49,26,3,NA
2351,2359,661.1783277,661.1783277,661.177408477,2065181,173058,10.2,-1,-1.3902818729,2.1699e-5,0.5,0.15001518930000002,15,1.0967741935,0.5161290323000001,O16,de-protonated,0,NA,C31 H34 O16,31,34,16,NA
2352,2359,661.1783277,661.1783277,661.1832817038,2065181,173058,10.2,-1,7.492633262,3.543680901e-136,0.5,0.15,6,1.5833333333,0.875,O21,de-protonated,0,NA,C24 H38 O21,24,38,21,NA
2353,2360,661.2145788,661.2145788,661.2173036741,3029284,169334,16.1,-1,4.120996319,1.0598758799999999e-41,0,3.7095655799999995e-42,36,0.6000000000000001,0.04,O2,de-protonated,0,NA,C50 H30 O2,50,30,2,NA
2354,2360,661.2145788,661.2145788,661.2137939864,3029284,169334,16.1,-1,-1.1869286281,3.989541e-4,0,1.396339e-4,14,1.1875,0.46875000000000006,O15,de-protonated,0,NA,C32 H38 O15,32,38,15,NA
2355,2360,661.2145788,661.2145788,661.2196672132,3029284,169334,16.1,-1,7.6954958924,1.304758716e-143,0,4.566655507999999e-144,5,1.6800000000000002,0.8,O20,de-protonated,0,NA,C25 H42 O20,25,42,20,NA
2356,2361,661.2507347,661.2507347,661.2536891835,2594603,151585,13.5,-1,4.4680029875,6.8266382849999994e-49,0,2.3893234e-49,35,0.6666666667000001,0.0196078431,O1,de-protonated,0,NA,C51 H34 O1,51,34,1,NA
2357,2361,661.2507347,661.2507347,661.244306269,2594603,151585,13.5,-1,-9.7217185096,9.266176669999998e-229,0,3.2431618339999995e-229,22,0.95,0.225,O9,de-protonated,0,NA,C40 H38 O9,40,38,9,NA
2358,2361,661.2507347,661.2507347,661.2501794958,2594603,151585,13.5,-1,-0.8396280475000001,0.0199100786,0,0.0069685275,13,1.2727272727,0.4242424242,O14,de-protonated,0,NA,C33 H42 O14,33,42,14,NA
2359,2361,661.2507347,661.2507347,661.2560527226,2594603,151585,13.5,-1,8.0423046345,8.845858723999999e-157,0,3.096050553e-157,4,1.7692307692,0.7307692308,O19,de-protonated,0,NA,C26 H46 O19,26,46,19,NA
2360,2362,663.0999571,663.0999571,663.0991581546,1775773,144978,8.5,-1,-1.2048655862,3.143492e-4,0.5,0.1502200445,21,0.75,0.5,O16,de-protonated,0,NA,C32 H24 O16,32,24,16,NA
2361,2362,663.0999571,663.0999571,663.1050313815,1775773,144978,8.5,-1,7.6523042633,5.187185876e-142,0.5,0.15,12,1.12,0.84,O21,de-protonated,0,NA,C25 H28 O21,25,28,21,NA
2362,2363,663.121357,663.121357,663.1237972104,2214049,165233,11.1,-1,3.6798715561,2.127620778e-33,0,7.446672725e-34,38,0.4255319149,0.1063829787,O5,de-protonated,0,NA,C47 H20 O5,47,20,5,NA
2363,2363,663.121357,663.121357,663.1202875227,2214049,165233,11.1,-1,-1.6127952597,5.299e-7,0.5,0.1500003709,16,0.9655172414,0.6206896552,O18,de-protonated,0,NA,C29 H28 O18,29,28,18,NA
2364,2364,663.1365102,663.1365102,663.135543664,1451684,176795,6.5,-1,-1.4575240021,7.4889e-6,0.5,0.1500052422,20,0.8484848485,0.4545454545,O15,de-protonated,0,NA,C33 H28 O15,33,28,15,NA
2365,2364,663.1365102,663.1365102,663.1414168908,1451684,176795,6.5,-1,7.3991621063,8.088835101000001e-133,0.5,0.15,11,1.2307692308,0.7692307692,O20,de-protonated,0,NA,C26 H32 O20,26,32,20,NA
2366,2365,663.1573499,663.1573499,663.1601827198,2721448,156368,14.2,-1,4.2716976344,9.411016435000001e-45,0,3.2938557519999996e-45,37,0.5,0.0833333333,O4,de-protonated,0,NA,C48 H24 O4,48,24,4,NA
2367,2365,663.1573499,663.1573499,663.1507998053,2721448,156368,14.2,-1,-9.8772325819,4.1025887990000005e-236,0,1.43590608e-236,24,0.7567567568,0.3243243243,O12,de-protonated,0,NA,C37 H28 O12,37,28,12,NA
2368,2365,663.1573499,663.1573499,663.1566730321,2721448,156368,14.2,-1,-1.0206756556,0.0030651463,0,0.0010728012,15,1.0666666667,0.5666666667,O17,de-protonated,0,NA,C30 H32 O17,30,32,17,NA
2369,2365,663.1573499,663.1573499,663.1625462589,2721448,156368,14.2,-1,7.8357243964,7.25705661e-149,0.5,0.15,6,1.5652173913,0.9565217391,O22,de-protonated,0,NA,C23 H36 O22,23,36,22,NA
2370,2366,663.193826,663.193826,663.1965682292,2681520,156496,14,-1,4.1348663422,5.6101404280000006e-42,0,1.9635491499999997e-42,36,0.5714285714,0.0612244898,O3,de-protonated,0,NA,C49 H28 O3,49,28,3,NA
2371,2366,663.193826,663.193826,663.1930585415,2681520,156496,14,-1,-1.1572173106,5.874421e-4,0,2.056047e-4,14,1.1612903226,0.5161290323000001,O16,de-protonated,0,NA,C31 H36 O16,31,36,16,NA
2372,2366,663.193826,663.193826,663.1989317683,2681520,156496,14,-1,7.6986980562,9.921891825999999e-144,0.5,0.15,5,1.6666666667,0.875,O21,de-protonated,0,NA,C24 H40 O21,24,40,21,NA
2373,2367,663.2301451,663.2301451,663.2329537386,3354295,173639,18.1,-1,4.2347693018,5.389542699e-44,0,1.886339945e-44,35,0.64,0.04,O2,de-protonated,0,NA,C50 H32 O2,50,32,2,NA
2374,2367,663.2301451,663.2301451,663.2235708241,3354295,173639,18.1,-1,-9.9126089712,8.392865863000001e-238,0,2.937503052e-238,22,0.9230769231,0.25641025640000004,O10,de-protonated,0,NA,C39 H36 O10,39,36,10,NA
2375,2367,663.2301451,663.2301451,663.2294440509,3354295,173639,18.1,-1,-1.0570234927,0.0020148414,0,7.051945e-4,13,1.25,0.46875000000000006,O15,de-protonated,0,NA,C32 H40 O15,32,40,15,NA
2376,2367,663.2301451,663.2301451,663.2353172777,3354295,173639,18.1,-1,7.7984051455,1.855613296e-147,0,6.494646537e-148,4,1.76,0.8,O20,de-protonated,0,NA,C25 H44 O20,25,44,20,NA
2377,2368,663.2661353,663.2661353,663.2693392479,2369726,169246,12.1,-1,4.8305382854,5.0201544939999993e-57,0,1.757054073e-57,34,0.7058823529,0.0196078431,O1,de-protonated,0,NA,C51 H36 O1,51,36,1,NA
2378,2368,663.2661353,663.2661353,663.2599563335,2369726,169246,12.1,-1,-9.316055454,3.984348648e-210,0,1.3945220269999996e-210,21,1,0.225,O9,de-protonated,0,NA,C40 H40 O9,40,40,9,NA
2379,2368,663.2661353,663.2661353,663.2658295603,2369726,169246,12.1,-1,-0.4609610589,0.3071335021,0,0.1074967257,12,1.3333333333,0.4242424242,O14,de-protonated,0,NA,C33 H44 O14,33,44,14,NA
2380,2368,663.2661353,663.2661353,663.2717027871,2369726,169246,12.1,-1,8.3939765137,1.0014573569999998e-170,0.5,0.15,3,1.8461538462,0.7307692308,O19,de-protonated,0,NA,C26 H48 O19,26,48,19,NA
2381,2369,665.0790777,665.0790777,665.0725494829,1839155,172488,8.8,-1,-9.8157969107,3.4051081839999983e-233,0,1.1917878649999997e-233,30,0.4736842105,0.3157894737,O12,de-protonated,0,NA,C38 H18 O12,38,18,12,NA
2382,2369,665.0790777,665.0790777,665.0784227097,1839155,172488,8.8,-1,-0.9848316224,0.0045697524,0.5,0.1531988267,21,0.7096774194000001,0.5483870968,O17,de-protonated,0,NA,C31 H22 O17,31,22,17,NA
2383,2369,665.0790777,665.0790777,665.0842959366,1839155,172488,8.8,-1,7.8459776966,2.970412962e-149,0.5,0.15,12,1.0833333333,0.9166666667,O22,de-protonated,0,NA,C24 H26 O22,24,26,22,NA
2384,2370,665.1368126,665.1368126,665.1394472749,2274367,144958,11.5,-1,3.9610864884,1.391554523e-38,0,4.870440831999999e-39,37,0.4680851064,0.1063829787,O5,de-protonated,0,NA,C47 H22 O5,47,22,5,NA
2385,2370,665.1368126,665.1368126,665.1359375872,2274367,144958,11.5,-1,-1.31553977,6.67408e-5,0,2.33593e-5,15,1.0344827586,0.6206896552,O18,de-protonated,0,NA,C29 H30 O18,29,30,18,NA
2386,2371,665.1730891,665.1730891,665.1758327843,2130502,173920,10.6,-1,4.1247503692,8.924184672999996e-42,0,3.123464636e-42,36,0.5416666667,0.0833333333,O4,de-protonated,0,NA,C48 H26 O4,48,26,4,NA
2387,2371,665.1730891,665.1730891,665.1664498698,2130502,173920,10.6,-1,-9.9813064983,4.2315410069999996e-241,0,1.4810393519999999e-241,23,0.8108108108000001,0.3243243243,O12,de-protonated,0,NA,C37 H30 O12,37,30,12,NA
2388,2371,665.1730891,665.1730891,665.1723230966,2130502,173920,10.6,-1,-1.1515863896,6.314406e-4,0.5,0.1504420084,14,1.1333333333,0.5666666667,O17,de-protonated,0,NA,C30 H34 O17,30,34,17,NA
2389,2371,665.1730891,665.1730891,665.1781963234,2130502,173920,10.6,-1,7.6779777941,5.825280468999999e-143,0.5,0.15,5,1.652173913,0.9565217391,O22,de-protonated,0,NA,C23 H38 O22,23,38,22,NA
2390,2372,665.2097312,665.2097312,665.2122182936,2460750,165372,12.6,-1,3.7387973006,1.87568716e-34,0,6.564905060999999e-35,35,0.612244898,0.0612244898,O3,de-protonated,0,NA,C49 H30 O3,49,30,3,NA
2391,2372,665.2097312,665.2097312,665.208708606,2460750,165372,12.6,-1,-1.53725289,1.9876e-6,0,6.957000000000001e-7,13,1.2258064516,0.5161290323000001,O16,de-protonated,0,NA,C31 H38 O16,31,38,16,NA
2392,2372,665.2097312,665.2097312,665.2145818328,2460750,165372,12.6,-1,7.2918317445,5.155618283e-129,0.5,0.15,4,1.75,0.875,O21,de-protonated,0,NA,C24 H42 O21,24,42,21,NA
2393,2373,665.245684,665.245684,665.248603803,2169429,170706,10.9,-1,4.3890404487,3.323693996999999e-47,0,1.1632928989999998e-47,34,0.68,0.04,O2,de-protonated,0,NA,C50 H34 O2,50,34,2,NA
2394,2373,665.245684,665.245684,665.2392208886,2169429,170706,10.9,-1,-9.7154696191,1.8195119659999996e-228,0,6.368291880000001e-229,21,0.9743589744,0.25641025640000004,O10,de-protonated,0,NA,C39 H38 O10,39,38,10,NA
2395,2373,665.245684,665.245684,665.2450941154,2169429,170706,10.9,-1,-0.8867177384,0.0126745721,0,0.0044361002,12,1.3125,0.46875000000000006,O15,de-protonated,0,NA,C32 H42 O15,32,42,15,NA
2396,2373,665.245684,665.245684,665.2509673422,2169429,170706,10.9,-1,7.9418782511,6.603329044999999e-153,0.5,0.15,3,1.84,0.8,O20,de-protonated,0,NA,C25 H46 O20,25,46,20,NA
2397,2375,667.0946572,667.0946572,667.0881995474,1693658,191414,7.9,-1,-9.680358014,7.999828551999998e-227,0.5,0.15,29,0.5263157895,0.3157894737,O12,de-protonated,0,NA,C38 H20 O12,38,20,12,NA
2398,2375,667.0946572,667.0946572,667.0940727742,1693658,191414,7.9,-1,-0.8760770151,0.0140666343,0.5,0.159846644,20,0.7741935484,0.5483870968,O17,de-protonated,0,NA,C31 H24 O17,31,24,17,NA
2399,2375,667.0946572,667.0946572,667.099946001,1693658,191414,7.9,-1,7.9280489559,2.235055583e-152,0.5,0.15,11,1.1666666667,0.9166666667,O22,de-protonated,0,NA,C24 H28 O22,24,28,22,NA
2400,2376,667.1313182,667.1313182,667.1304582836,2060769,170203,10.2,-1,-1.288977874,9.80184e-5,0,3.43064e-5,19,0.875,0.5,O16,de-protonated,0,NA,C32 H28 O16,32,28,16,NA
2401,2376,667.1313182,667.1313182,667.1363315104,2060769,170203,10.2,-1,7.5146715565,5.642527891999999e-137,0.5,0.15,10,1.28,0.84,O21,de-protonated,0,NA,C25 H32 O21,25,32,21,NA
2402,2377,667.1523633,667.1523633,667.1550973394,1532134,144773,7,-1,4.0980566085,3.0210704409999996e-41,0,1.0573746549999997e-41,36,0.5106382979,0.1063829787,O5,de-protonated,0,NA,C47 H24 O5,47,24,5,NA
2403,2377,667.1523633,667.1523633,667.1457144249,1532134,144773,7,-1,-9.9661512786,2.269298174e-240,0.5,0.15,23,0.7777777778,0.3611111111,O13,de-protonated,0,NA,C36 H28 O13,36,28,13,NA
2404,2377,667.1523633,667.1523633,667.1515876517,1532134,144773,7,-1,-1.1626267773,5.478823e-4,0.5,0.15038351760000002,14,1.1034482759,0.6206896552,O18,de-protonated,0,NA,C29 H32 O18,29,32,18,NA
2405,2378,667.1672444,667.1672444,667.1703534806,1861609,157029,9,-1,4.6601001142000005,4.013260323e-53,0,1.404641113e-53,40,0.4705882353,0.0392156863,O2,de-protonated,0,NA,C51 H24 O2,51,24,2,NA
2406,2378,667.1672444,667.1672444,667.1609705662,1861609,157029,9,-1,-9.4037782585,4.3475983699999996e-214,0,1.52165943e-214,27,0.7000000000000001,0.25,O10,de-protonated,0,NA,C40 H28 O10,40,28,10,NA
2407,2378,667.1672444,667.1672444,667.166843793,1861609,157029,9,-1,-0.6004600186,0.1349207154,0.5,0.2444445008,18,0.9696969697,0.4545454545,O15,de-protonated,0,NA,C33 H32 O15,33,32,15,NA
2408,2378,667.1672444,667.1672444,667.1727170198,1861609,157029,9,-1,8.2027032273,4.569848067999999e-163,0.5,0.15,9,1.3846153846,0.7692307692,O20,de-protonated,0,NA,C26 H36 O20,26,36,20,NA
2409,2379,667.1889476,667.1889476,667.1914828487,1521646,161151,6.9,-1,3.7998817506,1.4524455289999999e-35,0,5.0835593509999994e-36,35,0.5833333333,0.0833333333,O4,de-protonated,0,NA,C48 H28 O4,48,28,4,NA
2410,2379,667.1889476,667.1889476,667.1879731611,1521646,161151,6.9,-1,-1.4605163091,7.1343000000000005e-6,0.5,0.150004994,13,1.2,0.5666666667,O17,de-protonated,0,NA,C30 H36 O17,30,36,17,NA
2411,2379,667.1889476,667.1889476,667.1938463879,1521646,161151,6.9,-1,7.3423757203,8.465285537e-131,0.5,0.15,4,1.7391304348,0.9565217391,O22,de-protonated,0,NA,C23 H40 O22,23,40,22,NA
2412,2380,667.20388,667.20388,667.20673899,1446385,178223,6.4,-1,4.2850137111,4.9971653749999995e-45,0,1.7490078809999998e-45,39,0.5384615385,0.0192307692,O1,de-protonated,0,NA,C52 H28 O1,52,28,1,NA
2413,2380,667.20388,667.20388,667.1973560756,1446385,178223,6.4,-1,-9.778102965,2.0611847939999997e-231,0.5,0.15,26,0.7804878049,0.2195121951,O9,de-protonated,0,NA,C41 H32 O9,41,32,9,NA
2414,2380,667.20388,667.20388,667.2032293024,1446385,178223,6.4,-1,-0.9752615134,0.0050716785,0.5,0.153550175,17,1.0588235294,0.4117647059,O14,de-protonated,0,NA,C34 H36 O14,34,36,14,NA
2415,2380,667.20388,667.20388,667.2091025292,1446385,178223,6.4,-1,7.827424961,1.4941915879999997e-148,0.5,0.15,8,1.4814814815,0.7037037037,O19,de-protonated,0,NA,C27 H40 O19,27,40,19,NA
2416,2381,667.2254882,667.2254882,667.2278683581,1549301,207586,7.1,-1,3.5672342794,1.983379689e-31,0,6.941828911e-32,34,0.6530612245,0.0612244898,O3,de-protonated,0,NA,C49 H32 O3,49,32,3,NA
2417,2381,667.2254882,667.2254882,667.2243586705,1549301,207586,7.1,-1,-1.6928781406,1.217e-7,0.5,0.1500000852,12,1.2903225806,0.5161290323000001,O16,de-protonated,0,NA,C31 H40 O16,31,40,16,NA
2418,2381,667.2254882,667.2254882,667.2302318973,1549301,207586,7.1,-1,7.1095358934,1.112983859e-122,0.5,0.15,3,1.8333333333,0.875,O21,de-protonated,0,NA,C24 H44 O21,24,44,21,NA
2419,2382,667.2622536,667.2622536,667.2642538675,1612797,142129,7.4,-1,2.9977141693,2.081392986e-22,0,7.284875450999999e-23,33,0.72,0.04,O2,de-protonated,0,NA,C50 H36 O2,50,36,2,NA
2420,2382,667.2622536,667.2622536,667.2607441799,1612797,142129,7.4,-1,-2.2621144141,0,0.5,0.15,11,1.375,0.46875000000000006,O15,de-protonated,0,NA,C32 H44 O15,32,44,15,NA
