...1,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Resolving Power,S/N,Ion Charge,Mass Error (ppm),Mass Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,13C,18O
1906,2318,613.1924844,613.1924844,613.1926646183,2324323,197071,12,-1,0.2939016228,0.6188584621000001,0,0.2166004617,15,1.0967741935,0.4193548387,O13,de-protonated,0,NA,C31 H34 O13,31,34,13,NA,NA
1907,2318,613.1924844,613.1924844,613.1985378451,2324323,197071,12,-1,9.8719171037,7.350873547e-236,0.5,0.15,6,1.5833333333,0.75,O18,de-protonated,0,NA,C24 H38 O18,24,38,18,NA,NA
1908,2319,613.2139503,613.2139503,613.2173036741,1518948,203979,7,-1,5.468492253,7.050612192e-73,0,2.4677142669999994e-73,32,0.652173913,0.0434782609,O2,de-protonated,0,NA,C46 H30 O2,46,30,2,NA,NA
1909,2319,613.2139503,613.2139503,613.2079207596,1518948,203979,7,-1,-9.8327829629,5.331779884999998e-234,0.5,0.15,19,0.9714285714,0.2857142857,O10,de-protonated,0,NA,C35 H34 O10,35,34,10,NA,NA
1910,2319,613.2139503,613.2139503,613.2137939864,1518948,203979,7,-1,-0.254908782,0.6969848564000001,0.5,0.6378893995,10,1.3571428571,0.5357142857,O15,de-protonated,0,NA,C28 H38 O15,28,38,15,NA,NA
1911,2319,613.2139503,613.2139503,613.2196672132,1518948,203979,7,-1,9.3227819307,1.9854652329999995e-210,0.5,0.15,1,2,0.9523809524,O20,de-protonated,0,NA,C21 H42 O20,21,42,20,NA,NA
1912,2320,613.2290239,613.2290239,613.2231769009,2759524,179761,14.7,-1,-9.5348632135,4.450752732999999e-220,0,1.5577634559999997e-220,23,0.8717948718,0.1794871795,O7,de-protonated,0,NA,C39 H34 O7,39,34,7,NA,NA
1913,2320,613.2290239,613.2290239,613.2290501277,2759524,179761,14.7,-1,0.0427698319,0.9898889168,0,0.34646112090000003,14,1.1875,0.375,O12,de-protonated,0,NA,C32 H38 O12,32,38,12,NA,NA
1914,2320,613.2290239,613.2290239,613.2349233545,2759524,179761,14.7,-1,9.6202194188,5.053350950999999e-224,0,1.7686728329999996e-224,5,1.6800000000000002,0.68,O17,de-protonated,0,NA,C25 H42 O17,25,42,17,NA,NA
1915,2322,615.0628778,615.0628778,615.0568994184,1955209,210065,9.7,-1,-9.7200463245,1.1100423260000002e-228,0,3.885148142e-229,27,0.4705882353,0.3529411765,O12,de-protonated,0,NA,C34 H16 O12,34,16,12,NA,NA
1916,2322,615.0628778,615.0628778,615.0627726453,1955209,210065,9.7,-1,-0.1709658667,0.8501137174000001,0.5,0.7450796022,18,0.7407407407000001,0.6296296296,O17,de-protonated,0,NA,C27 H20 O17,27,20,17,NA,NA
1917,2322,615.0628778,615.0628778,615.0686458721,1955209,210065,9.7,-1,9.3779322245,6.448754389e-213,0.5,0.15,9,1.2,1.1,O22,de-protonated,0,NA,C20 H24 O22,20,24,22,NA,NA
1918,2323,615.0987643,615.0987643,615.1026678423,2896778,179818,15.5,-1,6.3461638263,6.753303781000001e-98,0,2.3636563229999992e-98,39,0.347826087,0.0652173913,O3,de-protonated,0,NA,C46 H16 O3,46,16,3,NA,NA
1919,2323,615.0987643,615.0987643,615.0932849278,2896778,179818,15.5,-1,-8.9081970238,3.4205947469999997e-192,0,1.197208161e-192,26,0.5714285714,0.3142857143,O11,de-protonated,0,NA,C35 H20 O11,35,20,11,NA,NA
1920,2323,615.0987643,615.0987643,615.0991581546,2896778,179818,15.5,-1,0.6403108166,0.1025129298,0,0.0358795254,17,0.8571428571,0.5714285714,O16,de-protonated,0,NA,C28 H24 O16,28,24,16,NA,NA
1921,2324,615.1356303,615.1356303,615.1390533517,2989962,166435,16.1,-1,5.5646795076,1.9395355069999998e-75,0,6.788374273e-76,38,0.4255319149,0.0425531915,O2,de-protonated,0,NA,C47 H20 O2,47,20,2,NA,NA
1922,2324,615.1356303,615.1356303,615.1296704372,2989962,166435,16.1,-1,-9.688790953,3.228385115999999e-227,0,1.1299347909999997e-227,25,0.6666666667000001,0.2777777778,O10,de-protonated,0,NA,C36 H24 O10,36,24,10,NA,NA
1923,2324,615.1356303,615.1356303,615.135543664,2989962,166435,16.1,-1,-0.1408404574,0.8956548150000001,0,0.3134791852,16,0.9655172414,0.5172413793,O15,de-protonated,0,NA,C29 H28 O15,29,28,15,NA,NA
1924,2324,615.1356303,615.1356303,615.1414168908,2989962,166435,16.1,-1,9.406927715,3.1283103739999995e-214,0,1.094908631e-214,7,1.4545454545,0.9090909091,O20,de-protonated,0,NA,C22 H32 O20,22,32,20,NA,NA
1925,2325,615.1716095,615.1716095,615.1754388611,3043211,176366,16.4,-1,6.2248276293,3.2338419249999996e-94,0,1.1318446739999998e-94,37,0.5,0.0208333333,O1,de-protonated,0,NA,C48 H24 O1,48,24,1,NA,NA
1926,2325,615.1716095,615.1716095,615.1660559466,3043211,176366,16.4,-1,-9.0277305581,2.297761477e-197,0,8.042165171e-198,24,0.7567567568,0.2432432432,O9,de-protonated,0,NA,C37 H28 O9,37,28,9,NA,NA
1927,2325,615.1716095,615.1716095,615.1719291734,3043211,176366,16.4,-1,0.5196488945000001,0.2230868107,0,0.0780803837,15,1.0666666667,0.4666666667,O14,de-protonated,0,NA,C30 H32 O14,30,32,14,NA,NA
1928,2326,615.2083243,615.2083243,615.202441456,2972556,170842,16,-1,-9.5624523262,2.383472318e-221,0,8.342153110999998e-222,23,0.8421052632,0.2105263158,O8,de-protonated,0,NA,C38 H32 O8,38,32,8,NA,NA
1929,2326,615.2083243,615.2083243,615.2083146828,2972556,170842,16,-1,-0.015632433,0.9986432936,0,0.3495251528,14,1.1612903226,0.4193548387,O13,de-protonated,0,NA,C31 H36 O13,31,36,13,NA,NA
1930,2326,615.2083243,615.2083243,615.2141879096,2972556,170842,16,-1,9.53100518,6.697416789999999e-220,0,2.3440958769999994e-220,5,1.6666666667,0.75,O18,de-protonated,0,NA,C24 H40 O18,24,40,18,NA,NA
1931,2327,615.2448994,615.2448994,615.2388269654,2812812,179372,15,-1,-9.8700445533,9.026781839999998e-236,0,3.1593736440000003e-236,22,0.9230769231,0.1794871795,O7,de-protonated,0,NA,C39 H36 O7,39,36,7,NA,NA
1932,2327,615.2448994,615.2448994,615.2447001922,2812812,179372,15,-1,-0.323786322,0.5585388996,0,0.1954886149,13,1.25,0.375,O12,de-protonated,0,NA,C32 H40 O12,32,40,12,NA,NA
1933,2327,615.2448994,615.2448994,615.250573419,2812812,179372,15,-1,9.2222896509,6.227961870999999e-206,0,2.1797866549999998e-206,4,1.76,0.68,O17,de-protonated,0,NA,C25 H44 O17,25,44,17,NA,NA
1934,2328,617.0784567,617.0784567,617.0819323974,2288554,192417,11.7,-1,5.6324731145,2.858857982e-77,0,1.000600294e-77,39,0.3111111111,0.0888888889,O4,de-protonated,0,NA,C45 H14 O4,45,14,4,NA,NA
1935,2328,617.0784567,617.0784567,617.0725494829,2288554,192417,11.7,-1,-9.5729701176,7.791388866999999e-222,0,2.7269861029999994e-222,26,0.5294117647000001,0.3529411765,O12,de-protonated,0,NA,C34 H18 O12,34,18,12,NA,NA
1936,2328,617.0784567,617.0784567,617.0784227097,2288554,192417,11.7,-1,-0.0550825646,0.9832852188,0.5,0.8382996532,17,0.8148148148000001,0.6296296296,O17,de-protonated,0,NA,C27 H22 O17,27,22,17,NA,NA
1937,2328,617.0784567,617.0784567,617.0842959366,2288554,192417,11.7,-1,9.4626238113,9.111885428e-217,0.5,0.15,8,1.3,1.1,O22,de-protonated,0,NA,C20 H26 O22,20,26,22,NA,NA
1938,2329,617.1146403,617.1146403,617.1183179068,2487210,198194,13,-1,5.9593220155,2.064712232e-86,0.8187725159,0.2456317548,38,0.3913043478,0.0652173913,O3,de-protonated,0,NA,C46 H18 O3,46,18,3,NA,NA
1939,2329,617.1146403,617.1146403,617.1089349923,2487210,198194,13,-1,-9.2452197152,5.924356816e-207,0.7104585485,0.2131375646,25,0.6285714286,0.3142857143,O11,de-protonated,0,NA,C35 H22 O11,35,22,11,NA,NA
1940,2329,617.1146403,617.1146403,617.1148082191,2487210,198194,13,-1,0.2721035372,0.6627647394,0.6552936854,0.428734665,16,0.9285714286,0.5714285714,O16,de-protonated,0,NA,C28 H26 O16,28,26,16,NA,NA
1941,2329,617.1146403,617.1146403,617.1206814459,2487210,198194,13,-1,9.7892456343,6.138463159e-232,0.5,0.15,7,1.4285714286,1,O21,de-protonated,0,NA,C21 H30 O21,21,30,21,NA,NA
1942,2330,617.1511756,617.1511756,617.1547034162,3526571,157854,19.4,-1,5.7162590561,1.4521039080000002e-79,0.8558684189,0.2567605257,37,0.4680851064,0.0425531915,O2,de-protonated,0,NA,C47 H22 O2,47,22,2,NA,NA
1943,2330,617.1511756,617.1511756,617.1453205017,3526571,157854,19.4,-1,-9.4873899444,6.718328576999999e-218,0.9049345197,0.2714803559,24,0.7222222222,0.2777777778,O10,de-protonated,0,NA,C36 H26 O10,36,26,10,NA,NA
1944,2330,617.1511756,617.1511756,617.1511937285,3526571,157854,19.4,-1,0.0293744981,0.9952177983,0.7818180807,0.7697602574,15,1.0344827586,0.5172413793,O15,de-protonated,0,NA,C29 H30 O15,29,30,15,NA,NA
1945,2330,617.1511756,617.1511756,617.1570669553,3526571,157854,19.4,-1,9.5459578064,1.3729967839999998e-220,0.688189786,0.2064569358,6,1.5454545455000002,0.9090909091,O20,de-protonated,0,NA,C22 H34 O20,22,34,20,NA,NA
1946,2331,617.1875255,617.1875255,617.1910889255,3376044,177426,18.5,-1,5.7736179454,3.7315129129999996e-81,0.9534073236,0.2860221971,36,0.5416666667,0.0208333333,O1,de-protonated,0,NA,C48 H26 O1,48,26,1,NA,NA
1947,2331,617.1875255,617.1875255,617.1817060111,3376044,177426,18.5,-1,-9.4291338628,3.0627724569999996e-215,0,1.0719703599999998e-215,23,0.8108108108000001,0.2432432432,O9,de-protonated,0,NA,C37 H30 O9,37,30,9,NA,NA
1948,2331,617.1875255,617.1875255,617.1875792379,3376044,177426,18.5,-1,0.0870689766,0.9587578834,0.7437949985000001,0.5979216291,14,1.1333333333,0.4666666667,O14,de-protonated,0,NA,C30 H34 O14,30,34,14,NA,NA
1949,2331,617.1875255,617.1875255,617.1934524647,3376044,177426,18.5,-1,9.6030907031,3.1479381039999997e-223,0.6678168124,0.2003450437,5,1.652173913,0.8260869565000001,O19,de-protonated,0,NA,C23 H38 O19,23,38,19,NA,NA
1950,2332,617.224038,617.224038,617.2180915205,3615660,179701,20,-1,-9.6343247564,1.11762733e-224,0.990438548,0.2971394777,22,0.8947368421,0.2105263158,O8,de-protonated,0,NA,C38 H34 O8,38,34,8,NA,NA
1951,2332,617.224038,617.224038,617.2239647473,3615660,179701,20,-1,-0.1186809472,0.9247323553,0,0.3236563243,13,1.2258064516,0.4193548387,O13,de-protonated,0,NA,C31 H38 O13,31,38,13,NA,NA
1952,2332,617.224038,617.224038,617.2298379741,3615660,179701,20,-1,9.3967817706,9.028530787999997e-214,0,3.159985776e-214,4,1.75,0.75,O18,de-protonated,0,NA,C24 H42 O18,24,42,18,NA,NA
1953,2333,617.2607594,617.2607594,617.2603502567,1493933,177323,6.8,-1,-0.6628375537,0.087086495,0.5,0.2109605465,12,1.3125,0.375,O12,de-protonated,0,NA,C32 H42 O12,32,42,12,NA,NA
1954,2333,617.2607594,617.2607594,617.2662234835,1493933,177323,6.8,-1,8.8520694412,8.694136475999999e-190,0.5,0.15,3,1.84,0.68,O17,de-protonated,0,NA,C25 H46 O17,25,46,17,NA,NA
1955,2338,619.0940294,619.0940294,619.0975824619,3375044,187469,18.5,-1,5.7390982818000005,3.3942753109999996e-80,0,1.187996359e-80,38,0.3555555556,0.0888888889,O4,de-protonated,0,NA,C45 H16 O4,45,16,4,NA,NA
1956,2338,619.0940294,619.0940294,619.0881995474,3375044,187469,18.5,-1,-9.4168368946,1.109851275e-214,0,3.884479460999999e-215,25,0.5882352941,0.3529411765,O12,de-protonated,0,NA,C34 H20 O12,34,20,12,NA,NA
1957,2338,619.0940294,619.0940294,619.0940727742,3375044,187469,18.5,-1,0.0700607839,0.9730989374,0,0.3405846281,16,0.8888888889000001,0.6296296296,O17,de-protonated,0,NA,C27 H24 O17,27,24,17,NA,NA
1958,2338,619.0940294,619.0940294,619.099946001,3375044,187469,18.5,-1,9.5567784631,4.3545639679999994e-221,0,1.5240973889999997e-221,7,1.4,1.1,O22,de-protonated,0,NA,C20 H28 O22,20,28,22,NA,NA
1959,2339,619.1305303,619.1305303,619.1339679713,3210181,180035,17.4,-1,5.5523867757000005,4.1440178949999996e-75,0.8935309065,0.268059272,37,0.4347826087,0.0652173913,O3,de-protonated,0,NA,C46 H20 O3,46,20,3,NA,NA
1960,2339,619.1305303,619.1305303,619.1245850568,3210181,180035,17.4,-1,-9.6026605268,3.295793257e-223,0.8707246702,0.2612174011,24,0.6857142857,0.3142857143,O11,de-protonated,0,NA,C35 H24 O11,35,24,11,NA,NA
1961,2339,619.1305303,619.1305303,619.1304582836,3210181,180035,17.4,-1,-0.1163186187,0.9275887668,0.7582795028,0.6460140071,15,1,0.5714285714,O16,de-protonated,0,NA,C28 H28 O16,28,28,16,NA,NA
1962,2339,619.1305303,619.1305303,619.1363315104,3210181,180035,17.4,-1,9.3698433116,1.497499955e-212,0.6715550505,0.2014665151,6,1.5238095238,1,O21,de-protonated,0,NA,C21 H32 O21,21,32,21,NA,NA
1963,2340,619.1666593,619.1666593,619.1703534806,3868613,172143,21.5,-1,5.9663396667,1.296989322e-86,0.7964910152,0.2389473046,36,0.5106382979,0.0425531915,O2,de-protonated,0,NA,C47 H24 O2,47,24,2,NA,NA
1964,2340,619.1666593,619.1666593,619.1609705662,3868613,172143,21.5,-1,-9.1878107639,2.117682048e-204,0.9630802167,0.288924065,23,0.7777777778,0.2777777778,O10,de-protonated,0,NA,C36 H28 O10,36,28,10,NA,NA
1965,2340,619.1666593,619.1666593,619.166843793,3868613,172143,21.5,-1,0.2979697417,0.6106353099,0.8161096767,0.8021808204,14,1.1034482759,0.5172413793,O15,de-protonated,0,NA,C29 H32 O15,29,32,15,NA,NA
1966,2340,619.1666593,619.1666593,619.1727170198,3868613,172143,21.5,-1,9.7835702907,1.1378199119999998e-231,0.7080568879,0.2124170664,5,1.6363636364,0.9090909091,O20,de-protonated,0,NA,C22 H36 O20,22,36,20,NA,NA
1967,2341,619.2030169,619.2030169,619.20673899,4294598,181013,24.2,-1,6.0110618803,6.615065430999998e-88,0.6434981875,0.1930494562,35,0.5833333333,0.0208333333,O1,de-protonated,0,NA,C48 H28 O1,48,28,1,NA,NA
1968,2341,619.2030169,619.2030169,619.1973560756,4294598,181013,24.2,-1,-9.1421973787,2.2036543630000003e-202,0.8348084594,0.25044253780000003,22,0.8648648649,0.2432432432,O9,de-protonated,0,NA,C37 H32 O9,37,32,9,NA,NA
1969,2341,619.2030169,619.2030169,619.2032293024,4294598,181013,24.2,-1,0.34302529260000003,0.5201167611,0.9720569656,0.8187910667,13,1.2,0.4666666667,O14,de-protonated,0,NA,C30 H36 O14,30,36,14,NA,NA
1970,2341,619.2030169,619.2030169,619.2091025292,4294598,181013,24.2,-1,9.8280680283,8.923453554e-234,0.796576532,0.2389729596,4,1.7391304348,0.8260869565000001,O19,de-protonated,0,NA,C23 H40 O19,23,40,19,NA,NA
1971,2342,619.2395323,619.2395323,619.2337415849,2999238,179827,16.1,-1,-9.3514204288,1.0174719659999998e-211,0,3.561151882e-212,21,0.9473684211,0.2105263158,O8,de-protonated,0,NA,C38 H36 O8,38,36,8,NA,NA
1972,2342,619.2395323,619.2395323,619.2396148118,2999238,179827,16.1,-1,0.1332468907,0.9060711805,0,0.3171249132,12,1.2903225806,0.4193548387,O13,de-protonated,0,NA,C31 H40 O13,31,40,13,NA,NA
1973,2342,619.2395323,619.2395323,619.2454880386,2999238,179827,16.1,-1,9.6177342957,6.590672366999999e-224,0,2.3067353289999995e-224,3,1.8333333333,0.75,O18,de-protonated,0,NA,C24 H44 O18,24,44,18,NA,NA
1974,2343,619.2761159,619.2761159,619.2701270943,1769415,177262,8.5,-1,-9.6707485395,2.247711545e-226,0,7.866990407999997e-227,20,1.0256410256,0.1794871795,O7,de-protonated,0,NA,C39 H40 O7,39,40,7,NA,NA
1975,2343,619.2761159,619.2761159,619.2760003211,1769415,177262,8.5,-1,-0.1866354623,0.8240570367000001,0.5,0.7268399257,11,1.375,0.375,O12,de-protonated,0,NA,C32 H44 O12,32,44,12,NA,NA
1976,2343,619.2761159,619.2761159,619.281873548,1769415,177262,8.5,-1,9.2972977215,2.771751175e-209,0.5,0.15,2,1.92,0.68,O17,de-protonated,0,NA,C25 H48 O17,25,48,17,NA,NA
1977,2347,621.0732731,621.0732731,621.076847017,1453530,226934,6.6,-1,5.754387694,1.27866944e-80,0.5,0.15,38,0.3181818182,0.1136363636,O5,de-protonated,0,NA,C44 H14 O5,44,14,5,NA,NA
1978,2347,621.0732731,621.0732731,621.0674641025,1453530,226934,6.6,-1,-9.3532471763,8.415540378999998e-212,0.5,0.15,25,0.5454545455,0.3939393939,O13,de-protonated,0,NA,C33 H18 O13,33,18,13,NA,NA
1979,2347,621.0732731,621.0732731,621.0733373293,1453530,226934,6.6,-1,0.1034166269,0.9423140632,0.5,0.8096198442,16,0.8461538462,0.6923076923,O18,de-protonated,0,NA,C26 H22 O18,26,22,18,NA,NA
1980,2348,621.088808,621.088808,621.0827202438,1438170,163214,6.5,-1,-9.8018444589,1.5578801839999999e-232,0.5,0.15,29,0.4864864865,0.2702702703,O10,de-protonated,0,NA,C37 H18 O10,37,18,10,NA,NA
1981,2348,621.088808,621.088808,621.0885934706,1438170,163214,6.5,-1,-0.3454087028,0.5153970924,0.5,0.5107779647,20,0.7333333333000001,0.5,O15,de-protonated,0,NA,C30 H22 O15,30,22,15,NA,NA
1982,2348,621.088808,621.088808,621.0944666974,1438170,163214,6.5,-1,9.1108482083,5.293713275999998e-201,0.5,0.15,11,1.1304347826,0.8695652174,O20,de-protonated,0,NA,C23 H26 O20,23,26,20,NA,NA
1983,2349,621.1098466,621.1098466,621.1132325263,2967514,175286,15.9,-1,5.451383375,1.990639878e-72,0,6.967239574e-73,37,0.4,0.0888888889,O4,de-protonated,0,NA,C45 H18 O4,45,18,4,NA,NA
1984,2349,621.1098466,621.1098466,621.1038496119,2967514,175286,15.9,-1,-9.655371037,1.1715983339999998e-225,0,4.1005941679999996e-226,24,0.6470588235,0.3529411765,O12,de-protonated,0,NA,C34 H22 O12,34,22,12,NA,NA
1985,2349,621.1098466,621.1098466,621.1097228387,2967514,175286,15.9,-1,-0.199258362,0.802055723,0,0.2807195031,15,0.962962963,0.6296296296,O17,de-protonated,0,NA,C27 H26 O17,27,26,17,NA,NA
1986,2349,621.1098466,621.1098466,621.1155960655,2967514,175286,15.9,-1,9.2566754801,1.8249515689999994e-207,0.5,0.15,6,1.5,1.1,O22,de-protonated,0,NA,C20 H30 O22,20,30,22,NA,NA
1987,2350,621.1248508,621.1248508,621.1191057532,1467866,210890,6.7,-1,-9.2495091238,3.812716231e-207,0.5,0.15,28,0.5789473684,0.2368421053,O9,de-protonated,0,NA,C38 H22 O9,38,22,9,NA,NA
1988,2350,621.1248508,621.1248508,621.12497898,1467866,210890,6.7,-1,0.2063674514,0.7893090306,0.5,0.7025163214,19,0.8387096774,0.4516129032,O14,de-protonated,0,NA,C31 H26 O14,31,26,14,NA,NA
1989,2350,621.1248508,621.1248508,621.1308522068,1467866,210890,6.7,-1,9.6620652025,5.711845945e-226,0.5,0.15,10,1.25,0.7916666667000001,O19,de-protonated,0,NA,C24 H30 O19,24,30,19,NA,NA
1990,2351,621.1460529,621.1460529,621.1496180357,3105755,201824,16.8,-1,5.7395764733,3.29233095e-80,0,1.1523158329999998e-80,36,0.4782608696,0.0652173913,O3,de-protonated,0,NA,C46 H22 O3,46,22,3,NA,NA
1991,2351,621.1460529,621.1460529,621.1402351213,3105755,201824,16.8,-1,-9.3662886531,2.1679891749999998e-212,0,7.587962111999999e-213,23,0.7428571429,0.3142857143,O11,de-protonated,0,NA,C35 H26 O11,35,26,11,NA,NA
1992,2351,621.1460529,621.1460529,621.1461083481,3105755,201824,16.8,-1,0.089267368,0.95669528,0,0.33484334800000004,14,1.0714285714,0.5714285714,O16,de-protonated,0,NA,C28 H30 O16,28,30,16,NA,NA
1993,2351,621.1460529,621.1460529,621.1519815749,3105755,201824,16.8,-1,9.5446445777,1.5781848839999998e-220,0.5,0.15,5,1.619047619,1,O21,de-protonated,0,NA,C21 H34 O21,21,34,21,NA,NA
1994,2352,621.1826075,621.1826075,621.1860035451,4218843,170681,23.7,-1,5.467034188,7.703664774e-73,0.8595365453,0.2578609636,35,0.5531914894000001,0.0425531915,O2,de-protonated,0,NA,C47 H26 O2,47,26,2,NA,NA
1995,2352,621.1826075,621.1826075,621.1766206306,4218843,170681,23.7,-1,-9.6379502273,7.580813057999999e-225,0,2.6532845700000003e-225,22,0.8333333333,0.2777777778,O10,de-protonated,0,NA,C36 H30 O10,36,30,10,NA,NA
1996,2352,621.1826075,621.1826075,621.1824938575,4218843,170681,23.7,-1,-0.1829454927,0.8303240897,0.7799420448000001,0.5534870522,13,1.1724137931,0.5172413793,O15,de-protonated,0,NA,C29 H34 O15,29,34,15,NA,NA
1997,2352,621.1826075,621.1826075,621.1883670843,4218843,170681,23.7,-1,9.2718804508,3.815200679e-208,0.687086172,0.2061258516,4,1.7272727273,0.9090909091,O20,de-protonated,0,NA,C22 H38 O20,22,38,20,NA,NA
1998,2353,621.2187084,621.2187084,621.2223890545,4764636,169509,27.1,-1,5.9248580985,2.0093768309999998e-85,0.6105361576,0.1831608473,34,0.625,0.0208333333,O1,de-protonated,0,NA,C48 H30 O1,48,30,1,NA,NA
1999,2353,621.2187084,621.2187084,621.21300614,4764636,169509,27.1,-1,-9.1792346768,5.080545747000001e-204,0.7920469072,0.2376140722,21,0.9189189189,0.2432432432,O9,de-protonated,0,NA,C37 H34 O9,37,34,9,NA,NA
2000,2353,621.2187084,621.2187084,621.2188793668,4764636,169509,27.1,-1,0.2752119302,0.6565301223000001,0.9768578522,0.6286854127,12,1.2666666667,0.4666666667,O14,de-protonated,0,NA,C30 H38 O14,30,38,14,NA,NA
2001,2353,621.2187084,621.2187084,621.2247525937,4764636,169509,27.1,-1,9.7294797675,4.005514969e-229,0.8229296525,0.2468788958,3,1.8260869565,0.8260869565000001,O19,de-protonated,0,NA,C23 H42 O19,23,42,19,NA,NA
2002,2354,621.2553981,621.2553981,621.2493916494,2024412,186312,10.1,-1,-9.6683403866,2.911426215e-226,0,1.0189991749999999e-226,20,1,0.2105263158,O8,de-protonated,0,NA,C38 H38 O8,38,38,8,NA,NA
2003,2354,621.2553981,621.2553981,621.2552648762,2024412,186312,10.1,-1,-0.2144428811,0.7745474275,0.5,0.6921831992,11,1.3548387097,0.4193548387,O13,de-protonated,0,NA,C31 H42 O13,31,42,13,NA,NA
2004,2354,621.2553981,621.2553981,621.261138103,2024412,186312,10.1,-1,9.2392758754,1.090754545e-206,0.5,0.15,2,1.9166666667,0.75,O18,de-protonated,0,NA,C24 H46 O18,24,46,18,NA,NA
2005,2355,621.2918472,621.2918472,621.2857771588,1685980,196210,8,-1,-9.7701274072,4.900987647999999e-231,0,1.7153456769999998e-231,19,1.0769230769,0.1794871795,O7,de-protonated,0,NA,C39 H42 O7,39,42,7,NA,NA
2006,2355,621.2918472,621.2918472,621.2916503856,1685980,196210,8,-1,-0.3167826004,0.5726350049,0.5,0.5508445034,10,1.4375,0.375,O12,de-protonated,0,NA,C32 H46 O12,32,46,12,NA,NA
2007,2355,621.2918472,621.2918472,621.2975236124,1685980,196210,8,-1,9.1363834784,3.9769098219999997e-202,0.5,0.15,1,2,0.68,O17,de-protonated,0,NA,C25 H50 O17,25,50,17,NA,NA
2008,2358,623.0679837,623.0679837,623.0619847989,1479149,210046,6.7,-1,-9.6280968388,2.1764148559999997e-224,0.5,0.15,29,0.4444444444,0.30555555560000003,O11,de-protonated,0,NA,C36 H16 O11,36,16,11,NA,NA
2009,2358,623.0679837,623.0679837,623.0678580257,1479149,210046,6.7,-1,-0.2017024473,0.7977009188,0.5,0.7083906432,20,0.6896551724000001,0.5517241379,O16,de-protonated,0,NA,C29 H20 O16,29,20,16,NA,NA
2010,2358,623.0679837,623.0679837,623.0737312525,1479149,210046,6.7,-1,9.2245142339,4.9583293929999997e-206,0.5,0.15,11,1.0909090909,0.9545454545,O21,de-protonated,0,NA,C22 H24 O21,22,24,21,NA,NA
2011,2359,623.1044892,623.1044892,623.0983703083,1664493,168113,7.9,-1,-9.8201055141,2.128161145e-233,0.5,0.15,28,0.5405405405,0.2702702703,O10,de-protonated,0,NA,C37 H20 O10,37,20,10,NA,NA
2012,2359,623.1044892,623.1044892,623.1042435351,1664493,168113,7.9,-1,-0.3942597568,0.421658407,0.5,0.4451608849,19,0.8,0.5,O15,de-protonated,0,NA,C30 H24 O15,30,24,15,NA,NA
2013,2359,623.1044892,623.1044892,623.1101167619,1664493,168113,7.9,-1,9.0314083106,1.5887567629999998e-197,0.5,0.15,10,1.2173913043,0.8695652174,O20,de-protonated,0,NA,C23 H28 O20,23,28,20,NA,NA
2014,2360,623.1258178,623.1258178,623.1288825908,2538477,192101,13.3,-1,4.9183899406,4.3082107029999995e-59,0,1.5078737459999998e-59,36,0.4444444444,0.0888888889,O4,de-protonated,0,NA,C45 H20 O4,45,20,4,NA,NA
2015,2360,623.1258178,623.1258178,623.1253729032,2538477,192101,13.3,-1,-0.713976428,0.0588941804,0,0.0206129631,14,1.037037037,0.6296296296,O17,de-protonated,0,NA,C27 H28 O17,27,28,17,NA,NA
2016,2360,623.1258178,623.1258178,623.13124613,2538477,192101,13.3,-1,8.7113750436,7.967340255e-184,0.5,0.15,5,1.6,1.1,O22,de-protonated,0,NA,C20 H32 O22,20,32,22,NA,NA
2017,2361,623.1412997,623.1412997,623.1441387321,1836013,152147,8.9,-1,4.5559798066,8.293231941000001e-51,0,2.9026311790000004e-51,40,0.4081632653,0.0204081633,O1,de-protonated,0,NA,C49 H20 O1,49,20,1,NA,NA
2018,2361,623.1412997,623.1412997,623.1406290445,1836013,152147,8.9,-1,-1.0762507079,0.0016042698,0.5,0.1511229888,18,0.9032258065,0.4516129032,O14,de-protonated,0,NA,C31 H28 O14,31,28,14,NA,NA
2019,2361,623.1412997,623.1412997,623.1465022713,1836013,152147,8.9,-1,8.3488734228,6.647047530999999e-169,0.5,0.15,9,1.3333333333,0.7916666667000001,O19,de-protonated,0,NA,C24 H32 O19,24,32,19,NA,NA
2020,2362,623.1619224,623.1619224,623.1652681002,2600942,195490,13.7,-1,5.3688810711,2.8369011430000002e-70,0,9.929153999e-71,35,0.5217391304,0.0652173913,O3,de-protonated,0,NA,C46 H24 O3,46,24,3,NA,NA
2021,2362,623.1619224,623.1619224,623.1558851857,2600942,195490,13.7,-1,-9.688128447,3.467037637999999e-227,0,1.2134631729999997e-227,22,0.8,0.3142857143,O11,de-protonated,0,NA,C35 H28 O11,35,28,11,NA,NA
2022,2362,623.1619224,623.1619224,623.1617584126,2600942,195490,13.7,-1,-0.2631538947,0.6806397812,0,0.2382239234,13,1.1428571429,0.5714285714,O16,de-protonated,0,NA,C28 H32 O16,28,32,16,NA,NA
2023,2362,623.1619224,623.1619224,623.1676316394,2600942,195490,13.7,-1,9.161643001,3.0505309889999995e-203,0.5,0.15,4,1.7142857143,1,O21,de-protonated,0,NA,C21 H36 O21,21,36,21,NA,NA
